,tweet,label
12908,Lol bitch,1
12909,Lol bitch u a has been,1
12910,Lol bitch you think you're classy? THE FUCK EVER,1
12911,Lol bitches be hella mad about they exs like why can't you be friends and forget about the past,1
12912,Lol colored contacts played out.,0
12913,Lol dat bitch petty,1
12914,"Lol faggot team pipe ""beef""",1
12915,Lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao,1
12916,Lol ike Turner http:,0
12917,Lol im out here curving bitches like im taken,1
12918,Lol it's 4:36 and bitches are out here staggering drunk,1
12919,"Lol lawwwddd that's why I aint fuck with jitt I never wanna be labeled a ""hoe""",1
12920,Lol life Made her a hoe,1
12921,Lol look  is Mike Brown's twitter. Look at the trash he wrote about lmao. Gentle Giant my ass,1
12922,Lol my brother a fag Mann,1
12923,Lol my brothers just said he a pussy ass niga well in the words of wizdom I second dat lmaoo leave u hurt out here,1
12924,Lol my porn name is master licker wtf y I gotta have dat bitch ass name,1
12925,Lol niccas remember the ginyu force,1
12926,Lol niggas out here saving hoes,1
12927,Lol niggas still be talking about me threw bitches smh,1
12928,Lol petty ass  : Lmmfaooooo  a hoe  http:,1
12929,Lol shawty at sheets gave me her number haha I throw tht shit in trash outside,1
12931,Lol stop fuckin wit dem birds.   Fuck y'all hoes all y'all do is lie,1
12932,Lol that's some hoe shit,1
12933,Lol they tricking niccas left n right,1
12934,"Lol this freshman said why dress up as a baby that's so retarded, I said well I mean u act like a baby so might as well dress like one",1
12935,Lol this girl makes fun of guys for having like light voices but I'm just like bitch your voice is like deeper than five men together wtf,1
12936,Lol u mad motherfuckin hoe,1
12937,Lol when a nigga say he miss u say don't miss me miss ya bitch lmao,1
12938,Lol you're a cunt liar and I hope you drop dead k :-),2
12939,Lol : Ooop QT : You little twats.,1
12940,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass.",2
12941,"Lol, what I look like waiting on another nigga bitch.",1
12942,Lol. Nice crutch hoe.,1
12943,Lol.. shut up  :  lmao early bird gets the worm,0
12944,Lololol joey lattimes phone just called him retarded,1
12945,Lolololol not to be a hoe but that was a nyyce one,1
12946,Long hair = pussy any time you want it,1
12947,Long neck ass bitch lmbo,1
12948,Long yellow.,0
12949,Longway bitch,1
12950,"Look A Y'all Makeup bitches , Lookin like a ghost when ya wake up bitches",1
12951,Look at me. Does it look like I give a fuck? Or half a fuck? Or the square root of a fuck. No. The slope of my fuck is zero.,1
12952,Look at that THOT... pussy popping for usher.,1
12953,"Look at them hoes, man fuck them hoes niggah lets get smoked",1
12954,Look at this bad bitch  http:,1
12955,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood... http:",2
12956,Look at this fucking kaffirs hairdo. Only a nigger http:,1
12957,"Look at this little faggot.
"": Tell her she's beautiful as much as you can. It'll make her smile""",2
12958,Look at this pussy  http:,1
12959,Look at y'all bitches only Hmu when ya wifi on bitches,1
12960,Look at you lying ass bitches couldn't finish school stripping on ya mind ass bitches,1
12961,Look at you.. Now look at us.. All my niggas look pussy as fuck,1
12962,Look bitch .. Go and suck a dick I'm a real street nicca I ain't wit Dat sucka shit,1
12963,Look rich act poor and never trip over a bitch that ain't yours,1
12964,"Look. Call me chubby. Call me a dumb stoner. Say I'm an asshole. Whatever. But we alllll know I can rap bitch, shut the hell up hahaha.",1
12965,Looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90's movie,1
12966,Lookin at my bitch i bet she give yo ass a bone,1
12967,Lookin at u hoes  http:,1
12968,Lookin for your bitch she probably with me ?,1
12969,Lookin like a total swag fag ayeeee,1
12970,Looking back I liked colored better. Let's go back to that,0
12971,Looking forward to  and  basketball  in the states soon     and of course breadsticks.,0
12972,Looking like a nappy headed hoe but reppin that Patrick Ewing crew neck tho http:,1
12973,Looks as if Federal Gun Laws to be proposed this week lack . Hope the  and  crowd choke on crow.,0
12974,Looks like a tool but is useful as a clay hammer   http:,0
12975,Looks like the  will be competing with  for the East cellar this year,0
12976,Looks like the next douche bag  to be crowned governor is some ghoul named Ducey (rhymes with douchy),1
12977,Lord  :  just shut up you pathetic ass bitch you're so worthless,1
12978,Lord please get me out of this ghetto ass hospital,1
12980,Los bitch taught me the true meaning of gravity when her panties kissed her ankles,1
12981,Los bitch told me if my name start with a D i could fuck...A B C SHE GOT THE D,1
12982,Los pussy ass lost by 3 points  I WINNNNNNNNN,1
12983,"Lot of my peeps playing 2nite, G playing against the heat, my nig Louie playing against Rutgers, and my girl tif playing in the WNBA finals",1
12984,Lou is such a lil bitch,1
12985,Love a bitch fight,1
12986,Love fat hoes n tight clothes n granny panties seeeexxaaaay.,1
12987,Love getting nudes from my bitches,1
12988,"Love having subs cause when my
Mom starts being a fucking bitch I just crank up the system. Simple solutions",1
12989,Love is a bird of flames. Thank you for that song,0
12990,Love my bitches,1
12991,"Love when the bitches take selfies with their tongue out, just gearin up for that money shot",1
12992,"Love you more, than those bitches before. Say you'll remember, baby, say you'll remember. I will love you until the end of time.",1
12993,Love'em and hate 'em...  Big booty bitches.,1
12994,"Lovin hoes but thats same bitch we put the pipe in. She suckin dick, thats the same bitch you give goodnight kiss",1
12995,Low info people are pissed Oh no Dumb fucks. Race baiting bitches,1
12996,Lowkey got a Fan of my hoop skills at lbcc aha he my niggah now lol,1
12997,Lowkey you're still my bitch,1
12998,Loyal pussy forever bein better than the bitch thats been passed around.,1
12999,Lucky bitch still in Ecuador,1
13000,"Luda said that his bitch bad, well mine looks better in any weather lol",1
13001,Luke Bryan is such a faggot tool,1
13002,Lying bitch http:,1
13003,"Lynch mob thugs threaten Zimmerman jury; N*ggas coming for that bitch assjury http: The hatred won't stop flowing,,",2
13004,ME TOO    i'm finna look for tht hoe...but shiiiid...i know sumptin bout a (cont) http://tl.gd/b245js,1
13005,"MT: "": Ted Cruz ""We are proud wacko birds"".  "" is that a pun?",0
13006,"MURDER HER  : When u fuck with crazy bitches shit like this happens :(
Feel bad for ol boy http:",1
13007,MY CHEST  : ima make a song called perez hilton and its gonabe about a gay party boy whos a fat slut with no bitches.,1
13008,MY. NIGGA  : Feel good to not have no hoes. Yall can't even throw that charge my way no more.,1
13009,"Ma bottom bitch cotton pick if I tell her too , she give me money all yo hoe give you is attitude",1
13010,"Macc &amp; Cheese 
Maccin these bitches &amp; Makin my Cheese",1
13011,"Mace For Your Wife, Charlie Brown?",0
13012,"Mad respect to Affleck for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too.",0
13013,Mad that it's a pussy gym and full of fuck people,1
13014,Made it to the World Series. Ned Yost out here fucking everybody bitch on the low.,1
13015,Made one of my all time favorites look like a bitch on the grandest stage of em all,1
13017,Madea and this old hillbilly are hilarious together.,0
13018,Magellan? You suck at trash talk.,0
13019,Magic 8 ball are these hoes loyal? http:,1
13020,Majority of it is trash anyway.,0
13021,Majority of the hoes on this gram instafrontin http:,1
13022,"Majority of the time, a woman's story is trash anyway...",0
13023,Make my burger bitch  http:,1
13024,"Make sure that pussy clean 
Cuz ima eat until you scream",1
13025,Make up artists = cover up for selling pussy or second gig for bartenders or students,1
13026,Make your first impression with me the best or like Nino Brown ima cancel that bitch,1
13027,Makem eat my ass since eating pussy ain't major nomore,1
13028,Makeup be saving alot of these bitches from being single,1
13029,Makeup save you hoes,1
13030,Making brownies,0
13031,Making up Drake disses;;  :  cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA,0
13032,Man . Ducked me like a true hick. Would have split that white trash faggot lid,2
13033,Man I can't stop looking at this hoe twerking on my Facebook,1
13034,Man I do have hoes and they are all in the same location,1
13035,Man I hope she don't think I think she a hoe.,1
13036,Man I just watched that 50 shades of gay trailer and that shit looked like the wackest movie of all time. Y'all be hyping up trash on here,1
13037,Man I rather see the morning selfies of bitches who dont change they look with the case of the Mondays then see the jay/bey poster. Ijs.,1
13038,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...,2
13039,"Man I thought that heifer was yo old bitch, when you first went to the feds I was that nigga she would smoke with.",1
13040,Man I wish this bitch would just STFU,1
13042,Man I'm tired of dealing with these hoes but my dick not,1
13043,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that,1
13044,Man I'm tryna give Chief Keef's mixtape a chance but this shit trash,1
13045,Man arrested after 40 opened nip bottles of vodka found in car http:,0
13046,Man bitches love Beyonce....no punch line,1
13047,Man dude next to me got 2 of the worst looking hoes I ever seen but hey it is 2,1
13048,"Man fuck these bitch ass niggas, how y'all doin?",1
13049,Man heartburn is a bitch,1
13050,"Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin",1
13051,"Man if that bitch dont call me back for the job cuhh, uma be snapping.",1
13052,Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime,0
13053,Man in zebra print dress robs bank http:,0
13054,Man it's some bad built bitches in San Antonio.....&amp; if u can't wear a thong on the beach yo ass bet not retweet this,1
13055,Man my bitch is beautiful Helen of Troy.,1
13056,Man stop acting like faggots and go for the WIN,1
13057,Man talk to em  : Of course nothing is wrong with applebees if you like trash food.,0
13058,Man that bad bitches/broke niggaz tweet was a trap.I feed bullshit negativity and niggaz line up for a plate.,1
13059,Man that nigga Courage always bein a bitch. HIT DAT SHIT LIL NIGGA http:,1
13060,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,1
13061,Man there's a lot of fat bitches here,1
13062,"Man these bitches are so boring yo. Where the outgoing, fun, wild bitches at",1
13063,"Man these hoes so familiar, one minute on the team next minute they ain't witcha",1
13064,Man this bitch smells like cheap lip stick,1
13065,Man who da fuck let this hoe in the background looking like a got damn Zebra,1
13066,Man why do these hoes even bother wearing clothes when they're going out like that.,1
13067,Man why the ugliest bitches talk the most.,1
13068,"Man, I got fucked within an inch of my life this evening, I'm so unbothered by that bitch",1
13069,"Man, I'm wish big booty bytches would use some other nickname other than Judy... Shy is so typical and old..",1
13070,"Man, aunt petunia is a royal bitch.",1
13071,"Man, that is a serious shiner Chara's sporting. Yowza.",0
13072,Mane if dis nicca call me 1 mo time n say he Finna pull up but dnt pull up,1
13073,Mane wtf I wake up look at da window it's showin like a mf outside...Good thing a nicca went to Walmart yesterday Good Aone snacks,1
13074,Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -,0
13075,Mann that pussy,1
13076,Mann.. Jada Pickett was a badddddd bitch,1
13077,Mannnn tonight feels like trash.,0
13078,Mannnnnn these hoes aint loyal,1
13079,Manual labor so trash,0
13080,Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional.,0
13081,Maple Room bitch SACTO STYLE,1
13082,Marca got so many hoes she confused on what to do,1
13083,Marcus Colston so damn trash.,1
13084,Marcus Smart belongs on the Celtics. Both trash. It was destiny.,0
13085,Marcus is in this hoe schleeeeeeeeeeppppppp,1
